TRACK,OFFSET,NEXTAGE,CYCLE,AU,IFM,ORIGIN,SILV_STATE,RETENTION
374,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.125358116896
375,0,0,0,9.85503001E8,managed,planted,cc_pl,0.125358116896
376,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.125358116896
377,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.823585119235
378,0,0,0,9.85501E8,managed,planted,cc_pl,0.823585119235
379,0,0,0,9.85501E8,unmanaged,natural,baseline,0.107082939985
380,0,0,0,9.85501E8,managed,natural,baseline,0.107082939985
381,0,0,0,9.85501E8,managed,planted,cc_pl,0.107082939985
382,0,0,0,9.85502002E8,unmanaged,planted,cc_pl,0.222741010503
383,0,0,0,9.85502002E8,managed,planted,cc_pl,0.222741010503
384,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.222741010503
385,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.222741010503
386,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.222741010503
387,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.222741010503
388,0,0,0,9.85503E8,unmanaged,natural,baseline,0.180037642158
389,0,0,0,9.85503E8,managed,natural,baseline,0.180037642158
390,0,0,0,9.85503E8,managed,planted,cc_pl,0.180037642158
391,0,0,0,9.85502005E8,unmanaged,planted,cc_pl,0.07
392,0,0,0,9.85502005E8,managed,planted,cc_pl,0.07
393,0,0,0,9.85501003E8,unmanaged,natural,baseline,0.410299995511
394,0,0,0,9.85501003E8,managed,natural,baseline,0.410299995511
395,0,0,0,9.85501003E8,managed,planted,cc_pl,0.410299995511
396,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.221128070689
397,0,0,0,9.85502003E8,managed,natural,baseline,0.221128070689
398,0,0,0,9.85502003E8,managed,planted,cc_pl,0.221128070689
399,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.423186291915
400,0,0,0,9.85503003E8,managed,natural,baseline,0.423186291915
401,0,0,0,9.85503003E8,managed,planted,cc_pl,0.423186291915
402,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.198136156324
403,0,0,0,9.85501E8,managed,planted,cc_pl,0.198136156324
404,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.204681352344
405,0,0,0,9.85503E8,managed,planted,cc_pl,0.204681352344
406,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.108028774973
407,0,0,0,9.85503E8,managed,planted,cc_pl,0.108028774973
408,0,0,0,9.85502002E8,unmanaged,planted,cc_pl,0.07
409,0,0,0,9.85501E8,unmanaged,natural,baseline,0.340445796815
410,0,0,0,9.85501E8,managed,natural,baseline,0.340445796815
411,0,0,0,9.85501E8,managed,planted,cc_pl,0.340445796815
412,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.183298006844
413,0,0,0,9.85502001E8,managed,planted,cc_pl,0.183298006844
414,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.183298006844
415,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.183298006844
416,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.183298006844
417,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.183298006844
418,0,0,0,9.85502005E8,unmanaged,planted,cc_pl,1.0
419,0,0,0,9.85502001E8,unmanaged,planted,cc_pl,0.272158240178
420,0,0,0,9.85502001E8,managed,planted,cc_pl,0.272158240178
421,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.272158240178
422,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.272158240178
423,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.272158240178
424,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.272158240178
425,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.081100915014
426,0,0,0,9.85503E8,managed,planted,cc_pl,0.081100915014
427,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.196642866716
428,0,0,0,9.85503E8,managed,planted,cc_pl,0.196642866716
429,0,0,0,9.85503001E8,unmanaged,natural,baseline,0.07
430,0,0,0,9.85503001E8,managed,natural,baseline,0.07
431,0,0,0,9.85503E8,unmanaged,natural,baseline,0.266484715444
432,0,0,0,9.85503E8,managed,natural,baseline,0.266484715444
433,0,0,0,9.85503E8,managed,planted,cc_pl,0.266484715444
434,0,0,0,9.85501001E8,unmanaged,planted,cc_pl,0.896217293005
435,0,0,0,9.85501001E8,managed,planted,cc_pl,0.896217293005
436,0,0,0,9.85501001E8,managed,planted,cc_pl_ct,0.896217293005
437,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1,0.896217293005
438,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2,0.896217293005
439,0,0,0,9.85501001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.896217293005
440,0,0,0,9.85502002E8,unmanaged,natural,baseline,0.478257792157
441,0,0,0,9.85502002E8,managed,natural,baseline,0.478257792157
442,0,0,0,9.85502002E8,managed,planted,cc_pl,0.478257792157
443,0,0,0,9.85502002E8,managed,planted,cc_pl_ct,0.478257792157
444,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1,0.478257792157
445,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2,0.478257792157
446,0,0,0,9.85502002E8,managed,planted,cc_pl_ct_f1_f2_f3,0.478257792157
447,0,0,0,9.85503001E8,unmanaged,planted,cc_pl,0.433582019437
448,0,0,0,9.85503001E8,managed,planted,cc_pl,0.433582019437
449,0,0,0,9.85503001E8,managed,planted,cc_pl_ct,0.433582019437
450,0,0,0,9.85501E8,unmanaged,natural,baseline,0.129492828771
451,0,0,0,9.85501E8,managed,natural,baseline,0.129492828771
452,0,0,0,9.85501E8,managed,planted,cc_pl,0.129492828771
453,0,0,0,9.85501E8,unmanaged,planted,cc_pl,0.159214595054
454,0,0,0,9.85501E8,managed,planted,cc_pl,0.159214595054
455,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.118401567943
456,0,0,0,9.85502003E8,managed,natural,baseline,0.118401567943
457,0,0,0,9.85502003E8,managed,planted,cc_pl,0.118401567943
458,0,0,0,9.85503E8,unmanaged,natural,baseline,0.0767240231376
459,0,0,0,9.85503E8,managed,natural,baseline,0.0767240231376
460,0,0,0,9.85503E8,managed,planted,cc_pl,0.0767240231376
461,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.123910496762
462,0,0,0,9.85502003E8,managed,natural,baseline,0.123910496762
463,0,0,0,9.85502003E8,managed,planted,cc_pl,0.123910496762
464,0,0,0,9.85502003E8,unmanaged,natural,baseline,0.07
465,0,0,0,9.85502003E8,managed,natural,baseline,0.07
466,0,0,0,9.85502003E8,managed,planted,cc_pl,0.07
467,0,0,0,9.85503003E8,unmanaged,natural,baseline,0.151627450199
468,0,0,0,9.85503003E8,managed,natural,baseline,0.151627450199
469,0,0,0,9.85503003E8,managed,planted,cc_pl,0.151627450199
470,0,0,0,9.85502001E8,unmanaged,natural,baseline,0.316299708213
471,0,0,0,9.85502001E8,managed,natural,baseline,0.316299708213
472,0,0,0,9.85502001E8,managed,planted,cc_pl,0.316299708213
473,0,0,0,9.85502001E8,managed,planted,cc_pl_ct,0.316299708213
474,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1,0.316299708213
475,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2,0.316299708213
476,0,0,0,9.85502001E8,managed,planted,cc_pl_ct_f1_f2_f3,0.316299708213
477,0,0,0,9.85503E8,unmanaged,planted,cc_pl,0.141228957222
478,0,0,0,9.85503E8,managed,planted,cc_pl,0.141228957222
479,0,0,0,9.85501E8,unmanaged,natural,baseline,0.366709767087
480,0,0,0,9.85501E8,managed,natural,baseline,0.366709767087
481,0,0,0,9.85501E8,managed,planted,cc_pl,0.366709767087
